platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,clean_text,knowledge_gap_type
YouTube,striped mud turtle pet,Turtle/Tortoise,-IoUxIuaJb4,Catching the SMALLEST Turtle in Florida! The Adorable Striped Mud Turtle!,"Florida is home to the largest reptiles in North America, but did you know that it is also home to one of the smallest? On a night ...",UgwHwawQZn6Y8HMj9jZ4AaABAg,I just found one in my backyard!!  Anything I can do to help him?!,2022-04-29T20:01:32Z,https://www.youtube.com/watch?v=-IoUxIuaJb4,US,US (text signal),i just found one in my backyard anything i can do to help him,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,jiKtQhphNSU,"Mud, Musk, and Stinkpot Turtles, The Best Pet Turtles?","Water turtles can be really interesting pets, but many get fairly large and require more space than most people want to offer. Mud ...",Ugwu1EhqG7yHGyFkGs14AaABAg,Love the videos you can tell that you work so hard to inform new hobbyists about the best pet reptiles and have been a great help to me in my quest to find a pet.,2018-11-10T13:12:14Z,https://www.youtube.com/watch?v=jiKtQhphNSU,US,US (text signal),love the videos you can tell that you work so hard to inform new hobbyists about the best pet reptiles and have been a great help to me in my quest to find a pet,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,jiKtQhphNSU,"Mud, Musk, and Stinkpot Turtles, The Best Pet Turtles?","Water turtles can be really interesting pets, but many get fairly large and require more space than most people want to offer. Mud ...",UgwwA2_9EiqMtO1WhWh4AaABAg,I love turtles and I’m trying to convince my parents that I’m responsible a turtle owner I already have fish and have had them for around six years and this channel is really helping me understand what type of turtle I want and what it’s needs are so I just want to say thanks,2020-03-20T01:42:39Z,https://www.youtube.com/watch?v=jiKtQhphNSU,US,US (text signal),i love turtles and i m trying to convince my parents that i m responsible a turtle owner i already have fish and have had them for around six years and this channel is really helping me understand what type of turtle i want and what it s needs are so i just want to say thanks,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,jiKtQhphNSU,"Mud, Musk, and Stinkpot Turtles, The Best Pet Turtles?","Water turtles can be really interesting pets, but many get fairly large and require more space than most people want to offer. Mud ...",Ugy3PqFAtftONtK-NYp4AaABAg,Could these guys co exist with most fish ?,2020-07-23T07:12:37Z,https://www.youtube.com/watch?v=jiKtQhphNSU,US,US (text signal),could these guys co exist with most fish,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,jiKtQhphNSU,"Mud, Musk, and Stinkpot Turtles, The Best Pet Turtles?","Water turtles can be really interesting pets, but many get fairly large and require more space than most people want to offer. Mud ...",UgyjnARCFuBHDS_083R4AaABAg,Went in today for a baby slider and they showed me a baby musk turtle and I didn’t even want to handle it when they showed it to me I was so scared to hurt it. Never seen a turtle so small and adorable. I immediately bought it and put him in a 20 gal Long and he looks tiny in it!!,2021-07-02T20:40:44Z,https://www.youtube.com/watch?v=jiKtQhphNSU,US,US (text signal),went in today for a baby slider and they showed me a baby musk turtle and i didn t even want to handle it when they showed it to me i was so scared to hurt it never seen a turtle so small and adorable i immediately bought it and put him in a 20 gal long and he looks tiny in it,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,dofkqGBeiSQ,World&#39;s Smallest Turtle!,"babyturtle #turtlecare #turtles Sometimes turtles are small, REALLY small. You might say that this turtle is downright TEENSY.",UgwOVS6Zj-MVTHvLpq54AaABAg,Hi!! I know you might not respond but what is the best type of tortoise or turtle to own? Because I am looking for one but it would be my first time as a tortoise owner.,2023-04-30T19:58:34Z,https://www.youtube.com/watch?v=dofkqGBeiSQ,US,US (text signal),hi i know you might not respond but what is the best type of tortoise or turtle to own because i am looking for one but it would be my first time as a tortoise owner,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,dofkqGBeiSQ,World&#39;s Smallest Turtle!,"babyturtle #turtlecare #turtles Sometimes turtles are small, REALLY small. You might say that this turtle is downright TEENSY.",UgzSkghJFWAPE2AeF2B4AaABAg,Curious if you can keep this species outside in a climate like Southern California in like a contained pond or even in a glass tank outside under a patio cover or something.,2023-05-02T23:19:16Z,https://www.youtube.com/watch?v=dofkqGBeiSQ,US,California,curious if you can keep this species outside in a climate like southern california in like a contained pond or even in a glass tank outside under a patio cover or something,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,rloGA-lsNPY,OMG. Three Striped Mud Turtle. World&#39;s smallest turtle. HATCHED,This is the story of how we found a turtle egg and incubated it. The turtle egg is a three striped mud turtle. How to take care of a ...,UgxBEyXWUt0l8baHSnt4AaABAg,How do I clean duck weed? To put in my aquarium?,2018-11-15T01:21:58Z,https://www.youtube.com/watch?v=rloGA-lsNPY,US,US (text signal),how do i clean duck weed to put in my aquarium,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,UskAQfKHwJY,"Meet Our 7yr Old Three Stripped Mud Turtle, Squirt","Meet Our 7yr Old Three Stripped Mud Turtle In today's video I will be showing you our Three Stripped Mud Turtle, Squirt. 7 Years ...",Ugy9Z745oPSJrUHn2oJ4AaABAg,What kind of fish do you have in there with him?,2025-12-18T23:51:31Z,https://www.youtube.com/watch?v=UskAQfKHwJY,US,US (text signal),what kind of fish do you have in there with him,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,9GUYriSbGiM,Musk Turtle Care Guide (the best beginner turtle?!),Aquatic turtle kit ▻ https://kit.co/TheTurtleGirl/aquatic-turtle-kit How do you take care of a musk turtle?? Here's a handy musk turtle ...,Ugym6HNVQDrK4CfLbel4AaABAg,"I have a common snapping turtle. Obviously he's a large boy. Recently he turned 2 years old and we had to remove him from his 60 gal. Tank. He now lives in a homemade 250 gal. Pond in our yard. He loves it out there and is in his natural element. Ever since he grew up and moved outside, my heart has been empty seeing his tank empty. I love sliders but they still get too large for comfort in a tank the size we have. I am so thrilled to have learned about Musk Turtles from this video! Being a seasoned turtle owner I think this may be my next venture! Thanks for a very informative video!",2022-08-29T21:48:30Z,https://www.youtube.com/watch?v=9GUYriSbGiM,US,US (text signal),i have a common snapping turtle obviously he's a large boy recently he turned 2 years old and we had to remove him from his 60 gal tank he now lives in a homemade 250 gal pond in our yard he loves it out there and is in his natural element ever since he grew up and moved outside my heart has been empty seeing his tank empty i love sliders but they still get too large for comfort in a tank the size we have i am so thrilled to have learned about musk turtles from this video being a seasoned turtle owner i think this may be my next venture thanks for a very informative video,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,9GUYriSbGiM,Musk Turtle Care Guide (the best beginner turtle?!),Aquatic turtle kit ▻ https://kit.co/TheTurtleGirl/aquatic-turtle-kit How do you take care of a musk turtle?? Here's a handy musk turtle ...,UgxyzIZ_EMxU6OZ-qEl4AaABAg,"I love my musk turtle.  Very interesting to watch and the smaller size makes for cleaner water (I am using a 55 gallon tank with above tank basking area (that I have never seen the musk use, my YES used to; but due to it getting very aggressive she had to be rehomed)).   My guy swims and walks alot and really loves perching on top of plants or under them. 

They even dragged one plant entirely into their 'cave"".",2023-09-12T00:32:00Z,https://www.youtube.com/watch?v=9GUYriSbGiM,US,US (text signal),i love my musk turtle very interesting to watch and the smaller size makes for cleaner water i am using a 55 gallon tank with above tank basking area that i have never seen the musk use my yes used to but due to it getting very aggressive she had to be rehomed my guy swims and walks alot and really loves perching on top of plants or under them they even dragged one plant entirely into their 'cave,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,9GUYriSbGiM,Musk Turtle Care Guide (the best beginner turtle?!),Aquatic turtle kit ▻ https://kit.co/TheTurtleGirl/aquatic-turtle-kit How do you take care of a musk turtle?? Here's a handy musk turtle ...,UgxQPAi8TauhRaTTB8R4AaABAg,Thank you! I recently obtained ownership of one of these guys. Hes about 5 years old and his previous owner didnt have the time or motivation to take care of him. His tank hadnt been cleaned in over a year and he wasnt being fed enough. Hopefully he'll have a better time with me :),2022-07-05T09:56:50Z,https://www.youtube.com/watch?v=9GUYriSbGiM,US,US (text signal),thank you i recently obtained ownership of one of these guys hes about 5 years old and his previous owner didnt have the time or motivation to take care of him his tank hadnt been cleaned in over a year and he wasnt being fed enough hopefully he'll have a better time with me,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,9GUYriSbGiM,Musk Turtle Care Guide (the best beginner turtle?!),Aquatic turtle kit ▻ https://kit.co/TheTurtleGirl/aquatic-turtle-kit How do you take care of a musk turtle?? Here's a handy musk turtle ...,UgyWiGnmJcOeG6TjRql4AaABAg,I’m thinking about getting a turtle soon and I’m thinking about getting this one specifically but I’m really nervous about not being able to take care of it properly saw this video really help me out❤,2023-08-11T19:17:42Z,https://www.youtube.com/watch?v=9GUYriSbGiM,US,US (text signal),i m thinking about getting a turtle soon and i m thinking about getting this one specifically but i m really nervous about not being able to take care of it properly saw this video really help me out,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,9GUYriSbGiM,Musk Turtle Care Guide (the best beginner turtle?!),Aquatic turtle kit ▻ https://kit.co/TheTurtleGirl/aquatic-turtle-kit How do you take care of a musk turtle?? Here's a handy musk turtle ...,Ugz5mz_JTYQGgIvpCmd4AaABAg,"I got a musky during the pandemic. Im so happy to have found your channel recently and have learned so much more about how to care for and clean her tank. Its been an awesome learning experience. And about the gravel, I did start with her on gravel. I was a new turtle owner and didn't know about the risks until I saw her actually swallow a piece of gravel. It freaked me out and I swapped them for river rocks. So yes they will eat gravel. She's fine though and loves digging around in her river rocks.",2022-03-19T14:31:14Z,https://www.youtube.com/watch?v=9GUYriSbGiM,US,US (text signal),i got a musky during the pandemic im so happy to have found your channel recently and have learned so much more about how to care for and clean her tank its been an awesome learning experience and about the gravel i did start with her on gravel i was a new turtle owner and didn't know about the risks until i saw her actually swallow a piece of gravel it freaked me out and i swapped them for river rocks so yes they will eat gravel she's fine though and loves digging around in her river rocks,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,9GUYriSbGiM,Musk Turtle Care Guide (the best beginner turtle?!),Aquatic turtle kit ▻ https://kit.co/TheTurtleGirl/aquatic-turtle-kit How do you take care of a musk turtle?? Here's a handy musk turtle ...,UgxlMrEGDT4lmSoMqh54AaABAg,"I've just rescued a musk called Gurtle. Shes very interesting to watch, not the friendliest, she rarely basks and likes to get up to mischief in her tank 😅",2025-07-05T16:25:26Z,https://www.youtube.com/watch?v=9GUYriSbGiM,US,US (text signal),i've just rescued a musk called gurtle shes very interesting to watch not the friendliest she rarely basks and likes to get up to mischief in her tank,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,9GUYriSbGiM,Musk Turtle Care Guide (the best beginner turtle?!),Aquatic turtle kit ▻ https://kit.co/TheTurtleGirl/aquatic-turtle-kit How do you take care of a musk turtle?? Here's a handy musk turtle ...,Ugx2ajUyYTCCPclE3RF4AaABAg,I love this video and I have one of these guys! It is an adult female in a 40 gallon breeder. I will tell you one thing though with your setup and you may have made one or not but put a screen lid on the tank. I tell you this because when they do bask your dock looks pretty close to the top of the tank. They can escape their tank. My female has gotten out twice. My dock was sitting lower in the tank than yours is and she still got out. It baffles me to this day how she did it. She got out one time and I did not find her for a week and I looked everywhere for her. They are great climbers and in the wild you can see them climbing tree limbs that stick up out of the water and sitting on them to bask. These limbs can have them sitting almost two feet above the water line and when spooked they drop right into the water. It is crazy but they do it. Other than that you have an awesome setup and are taking amazing care of your six stinkpots. 🤙🏼🐢🙂,2022-03-20T07:42:27Z,https://www.youtube.com/watch?v=9GUYriSbGiM,US,US (text signal),i love this video and i have one of these guys it is an adult female in a 40 gallon breeder i will tell you one thing though with your setup and you may have made one or not but put a screen lid on the tank i tell you this because when they do bask your dock looks pretty close to the top of the tank they can escape their tank my female has gotten out twice my dock was sitting lower in the tank than yours is and she still got out it baffles me to this day how she did it she got out one time and i did not find her for a week and i looked everywhere for her they are great climbers and in the wild you can see them climbing tree limbs that stick up out of the water and sitting on them to bask these limbs can have them sitting almost two feet above the water line and when spooked they drop right into the water it is crazy but they do it other than that you have an awesome setup and are taking amazing care of your six stinkpots,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,9GUYriSbGiM,Musk Turtle Care Guide (the best beginner turtle?!),Aquatic turtle kit ▻ https://kit.co/TheTurtleGirl/aquatic-turtle-kit How do you take care of a musk turtle?? Here's a handy musk turtle ...,UgyKnlIzfJZYAZ8MNdZ4AaABAg,Could I put a frog or fire belly newt with these? Just wondering,2023-05-03T14:17:29Z,https://www.youtube.com/watch?v=9GUYriSbGiM,US,US (text signal),could i put a frog or fire belly newt with these just wondering,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,9GUYriSbGiM,Musk Turtle Care Guide (the best beginner turtle?!),Aquatic turtle kit ▻ https://kit.co/TheTurtleGirl/aquatic-turtle-kit How do you take care of a musk turtle?? Here's a handy musk turtle ...,Ugwv8juyntSW4mnIVdZ4AaABAg,i have a 9 month old razorback musk turtle and her plastron seems to be kind of soft but the top of the shell is fine is this normal? she has a cuddlefish bone in her aquarium but i dont think she eats it any recommendations?,2022-04-22T02:24:59Z,https://www.youtube.com/watch?v=9GUYriSbGiM,US,US (text signal),i have a 9 month old razorback musk turtle and her plastron seems to be kind of soft but the top of the shell is fine is this normal she has a cuddlefish bone in her aquarium but i dont think she eats it any recommendations,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,9GUYriSbGiM,Musk Turtle Care Guide (the best beginner turtle?!),Aquatic turtle kit ▻ https://kit.co/TheTurtleGirl/aquatic-turtle-kit How do you take care of a musk turtle?? Here's a handy musk turtle ...,Ugzuui050aDaUDuP4214AaABAg,"Hey I just got my musk 4 days ago nd she is not eating,😞 should I be worried ? Also I started out with a 10 gallon tank is that to small?",2022-06-07T08:11:00Z,https://www.youtube.com/watch?v=9GUYriSbGiM,US,US (text signal),hey i just got my musk 4 days ago nd she is not eating should i be worried also i started out with a 10 gallon tank is that to small,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,9GUYriSbGiM,Musk Turtle Care Guide (the best beginner turtle?!),Aquatic turtle kit ▻ https://kit.co/TheTurtleGirl/aquatic-turtle-kit How do you take care of a musk turtle?? Here's a handy musk turtle ...,Ugz596qFV0A3JksMj_N4AaABAg,I had gotten a musk turtle a few days ago and it had recently today :(. I don’t know why but it rarely been in the water it has always been in the basking area chilling. Do you know why?,2022-11-06T03:42:20Z,https://www.youtube.com/watch?v=9GUYriSbGiM,US,US (text signal),i had gotten a musk turtle a few days ago and it had recently today i don t know why but it rarely been in the water it has always been in the basking area chilling do you know why,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,9GUYriSbGiM,Musk Turtle Care Guide (the best beginner turtle?!),Aquatic turtle kit ▻ https://kit.co/TheTurtleGirl/aquatic-turtle-kit How do you take care of a musk turtle?? Here's a handy musk turtle ...,Ugxr5tSUUuIdvAtSPSJ4AaABAg,I'm looking into getting a razorback. I heard that razorbacks should be kept in deeper water. True or false? And what size tank should I upgrade to once it's an adult?,2022-08-20T23:08:01Z,https://www.youtube.com/watch?v=9GUYriSbGiM,US,US (text signal),i'm looking into getting a razorback i heard that razorbacks should be kept in deeper water true or false and what size tank should i upgrade to once it's an adult,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,9GUYriSbGiM,Musk Turtle Care Guide (the best beginner turtle?!),Aquatic turtle kit ▻ https://kit.co/TheTurtleGirl/aquatic-turtle-kit How do you take care of a musk turtle?? Here's a handy musk turtle ...,UgxEWnUyd9kQJ2JMw5B4AaABAg,"Hey! Thanks for this video, later this week I am ""rescuing"" two turtles that my boyfriend's brother got bored of and has been neglecting. When I saw them for the first time, I felt so bad that I felt obligated to take over, even though I knew nothing about taking care of turtles. Videos like yours help me do a lot of research, so I can make sure I can take better care of them <3",2022-09-20T13:29:02Z,https://www.youtube.com/watch?v=9GUYriSbGiM,US,US (text signal),hey thanks for this video later this week i am rescuing two turtles that my boyfriend's brother got bored of and has been neglecting when i saw them for the first time i felt so bad that i felt obligated to take over even though i knew nothing about taking care of turtles videos like yours help me do a lot of research so i can make sure i can take better care of them 3,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,9GUYriSbGiM,Musk Turtle Care Guide (the best beginner turtle?!),Aquatic turtle kit ▻ https://kit.co/TheTurtleGirl/aquatic-turtle-kit How do you take care of a musk turtle?? Here's a handy musk turtle ...,Ugz38lD7Ni2pZw8j5d54AaABAg,I just ordered me a baby girl eastern  musk turtle 🥰🥰 i got all the setup stuff ordered a few days before she arrives I still need to come up with a name 😭 why is it so hard to thing of a name for a cutie. It’s also not my first eastern musk but I didn’t realize how bad they are at swimming as babies and I had 2 drown one got stuck and drowned and the other drowned because my water was too high and that was 2 years ago I was so upset but I decided to finally try my luck with just one baby and I got very shallow water like 2 or 3 inches of water so the baby doesn’t drown until it can get stronger and is okay at least the first 2 lived a month before drowning 😢so I’m scared for this baby but hopeful since it’s a learning experience,2023-05-14T18:48:53Z,https://www.youtube.com/watch?v=9GUYriSbGiM,US,US (text signal),i just ordered me a baby girl eastern musk turtle i got all the setup stuff ordered a few days before she arrives i still need to come up with a name why is it so hard to thing of a name for a cutie it s also not my first eastern musk but i didn t realize how bad they are at swimming as babies and i had 2 drown one got stuck and drowned and the other drowned because my water was too high and that was 2 years ago i was so upset but i decided to finally try my luck with just one baby and i got very shallow water like 2 or 3 inches of water so the baby doesn t drown until it can get stronger and is okay at least the first 2 lived a month before drowning so i m scared for this baby but hopeful since it s a learning experience,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,9GUYriSbGiM,Musk Turtle Care Guide (the best beginner turtle?!),Aquatic turtle kit ▻ https://kit.co/TheTurtleGirl/aquatic-turtle-kit How do you take care of a musk turtle?? Here's a handy musk turtle ...,Ugwk0qnJHFtLVgSbP-F4AaABAg,"I want to have my turtle in a shallow water tank cause i would like it if i can get a 40 gallon that is wide and long rather than deep. haven't found a tank like that yet.
edit, i also love keeping some faster fish and plants in my tank. she tears up the plants but I just see that at enrichment for the turt.",2022-07-30T06:13:13Z,https://www.youtube.com/watch?v=9GUYriSbGiM,US,US (text signal),i want to have my turtle in a shallow water tank cause i would like it if i can get a 40 gallon that is wide and long rather than deep haven't found a tank like that yet edit i also love keeping some faster fish and plants in my tank she tears up the plants but i just see that at enrichment for the turt,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,9GUYriSbGiM,Musk Turtle Care Guide (the best beginner turtle?!),Aquatic turtle kit ▻ https://kit.co/TheTurtleGirl/aquatic-turtle-kit How do you take care of a musk turtle?? Here's a handy musk turtle ...,UgybgBWVhu8ccfy6jGl4AaABAg,Dunno if you’ll see this but I recently got a musk turtle I was told they don’t grow more than 4 inches and they tried to sell me the biggest tank they do the most expensive basking light that didn’t even work I’m just worried his the same size as the turtle in your hand it doesn’t bask at all he will sit by the light and have his head out but doesn’t climb on the platform,2026-02-16T08:27:22Z,https://www.youtube.com/watch?v=9GUYriSbGiM,US,US (text signal),dunno if you ll see this but i recently got a musk turtle i was told they don t grow more than 4 inches and they tried to sell me the biggest tank they do the most expensive basking light that didn t even work i m just worried his the same size as the turtle in your hand it doesn t bask at all he will sit by the light and have his head out but doesn t climb on the platform,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,bJb7E3QFfKA,Keeping Mud Turtles indoors in a Natural Ecosystem,"This is a short video about Keeping Mud Turtles indoors in a Natural Ecosystem by Ari Taub. Subscribe to our YouTube channel, ...",Ugw-PKYnn3WVWKPRwKV4AaABAg,When I get my training done and get a job I will definitely make their tank more realistically close to their habitat in the wild. I love them to death 🥰🥰,2025-08-09T11:15:38Z,https://www.youtube.com/watch?v=bJb7E3QFfKA,US,US (text signal),when i get my training done and get a job i will definitely make their tank more realistically close to their habitat in the wild i love them to death,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,bJb7E3QFfKA,Keeping Mud Turtles indoors in a Natural Ecosystem,"This is a short video about Keeping Mud Turtles indoors in a Natural Ecosystem by Ari Taub. Subscribe to our YouTube channel, ...",UgydVFlTjMGz6L_cf514AaABAg,thank you so much for this video. I have an eastern mud turtle. I wasn't really sure of what to put in my turtles tank. but now this opens a big and basic variety of ideal plants and other items.,2021-01-09T20:56:32Z,https://www.youtube.com/watch?v=bJb7E3QFfKA,US,US (text signal),thank you so much for this video i have an eastern mud turtle i wasn't really sure of what to put in my turtles tank but now this opens a big and basic variety of ideal plants and other items,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,bJb7E3QFfKA,Keeping Mud Turtles indoors in a Natural Ecosystem,"This is a short video about Keeping Mud Turtles indoors in a Natural Ecosystem by Ari Taub. Subscribe to our YouTube channel, ...",Ugy-M41P5di1FJnZv_94AaABAg,"This is a super helpful video!! We are setting up a tank for our musk turtle to be its own ecosystem and we hadn't even thought of sphagnum moss. Fab idea!!!The one thing we are struggling with is a ""clean up crew""  we have platys to feed off the algae but nothing to feed off their waste. We wanted ghost shrimp but we can't get any freshwater ones, all the pet shops have them in brackish water even though all our research suggested they were freshwater. Would anyone have any suggestions? Thank you",2020-10-27T12:57:39Z,https://www.youtube.com/watch?v=bJb7E3QFfKA,US,US (text signal),this is a super helpful video we are setting up a tank for our musk turtle to be its own ecosystem and we hadn't even thought of sphagnum moss fab idea the one thing we are struggling with is a clean up crew we have platys to feed off the algae but nothing to feed off their waste we wanted ghost shrimp but we can't get any freshwater ones all the pet shops have them in brackish water even though all our research suggested they were freshwater would anyone have any suggestions thank you,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,Ztfc9kIDLJo,Three Striped Mud Turtle UPDATE!,"UPDATE! My three striped mud turtle is doing great, eating well, and maintaining its color. He has not grown much because he is ...",UgxqSp-Q0VIB_v8LjvZ4AaABAg,"Mine would try to bite me, from every f*cking direction, I have to use a little net to pick him up 😭🥴",2026-01-15T22:19:54Z,https://www.youtube.com/watch?v=Ztfc9kIDLJo,US,US (text signal),mine would try to bite me from every f cking direction i have to use a little net to pick him up,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,Ztfc9kIDLJo,Three Striped Mud Turtle UPDATE!,"UPDATE! My three striped mud turtle is doing great, eating well, and maintaining its color. He has not grown much because he is ...",UgxPpUcszoj3Y2L-Adx4AaABAg,"Update please? Can you talk about the tank you keep him in, feeding, temps and so on would be nice.",2018-10-22T05:04:59Z,https://www.youtube.com/watch?v=Ztfc9kIDLJo,US,US (text signal),update please can you talk about the tank you keep him in feeding temps and so on would be nice,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,M5Xp86WOn44,these turtle care mistakes need to STOP (things to avoid and care tips),"these turtle care mistakes need to STOP... These are very simple things that every turtle keeper should know, but sometimes don't!",UgxWX0OA2FZbqdneYGR4AaABAg,"I’ve had my turtle for 10 years, I spent so time constantly cleaning and cleaning the water even with the flirters! Just last week my mom put him outside on the gated porch in a kiddie pool with his basking rock- He’s never been happier..or greener, than he is now! I put water conditioner in the pool and honestly he looks so happy! He also eats the mosquitoes that try to breed in the water! I’m thinking of adding some moss balls and other plants to keep him company. (He has a hiding place to protect him from predators dw) 😊",2023-06-05T00:53:12Z,https://www.youtube.com/watch?v=M5Xp86WOn44,US,US (text signal),i ve had my turtle for 10 years i spent so time constantly cleaning and cleaning the water even with the flirters just last week my mom put him outside on the gated porch in a kiddie pool with his basking rock he s never been happier or greener than he is now i put water conditioner in the pool and honestly he looks so happy he also eats the mosquitoes that try to breed in the water i m thinking of adding some moss balls and other plants to keep him company he has a hiding place to protect him from predators dw,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,M5Xp86WOn44,these turtle care mistakes need to STOP (things to avoid and care tips),"these turtle care mistakes need to STOP... These are very simple things that every turtle keeper should know, but sometimes don't!",Ugw6Moi8KR5STvmZ2s54AaABAg,"But also, some of these pet stores need to be educated before selling to the customers and educate them as well. My Dad got my daughter a turtle 9 years ago and they did NOT tell us half of what I’ve been learning. His name is Billy and he is very loved. He’s an awesome turtle and very social. I’ve been in the process of getting his tank with better filtration and such.",2024-03-21T05:16:23Z,https://www.youtube.com/watch?v=M5Xp86WOn44,US,US (text signal),but also some of these pet stores need to be educated before selling to the customers and educate them as well my dad got my daughter a turtle 9 years ago and they did not tell us half of what i ve been learning his name is billy and he is very loved he s an awesome turtle and very social i ve been in the process of getting his tank with better filtration and such,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,M5Xp86WOn44,these turtle care mistakes need to STOP (things to avoid and care tips),"these turtle care mistakes need to STOP... These are very simple things that every turtle keeper should know, but sometimes don't!",UgxqRxf5TQQq3hrLe7Z4AaABAg,My brother recently gave me his turtle (against my will) but only now have I realized how madly Larry has been taken care of,2023-08-26T05:59:46Z,https://www.youtube.com/watch?v=M5Xp86WOn44,US,US (text signal),my brother recently gave me his turtle against my will but only now have i realized how madly larry has been taken care of,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,M5Xp86WOn44,these turtle care mistakes need to STOP (things to avoid and care tips),"these turtle care mistakes need to STOP... These are very simple things that every turtle keeper should know, but sometimes don't!",UgyBa8yAJaFRZt0z2SB4AaABAg,"I really wanted to get a turtle, and I of course did a lot of research! I came across your channel and you taught me so much! Now I've got two turtles that I've had for a month today!
The previous owners only fed them dried fish/insects, and because of you, I knew they needed vegetables in their diet too, so now they get pellets with everything they need. If I hadn't done my research or found your channel, they would still only be eating dried instects and fish

Thank you so much for making helpful turtle care videos!❤",2023-03-19T13:09:37Z,https://www.youtube.com/watch?v=M5Xp86WOn44,US,US (text signal),i really wanted to get a turtle and i of course did a lot of research i came across your channel and you taught me so much now i've got two turtles that i've had for a month today the previous owners only fed them dried fish insects and because of you i knew they needed vegetables in their diet too so now they get pellets with everything they need if i hadn't done my research or found your channel they would still only be eating dried instects and fish thank you so much for making helpful turtle care videos,Interest Without Knowledge
YouTube,striped mud turtle pet,Turtle/Tortoise,M5Xp86WOn44,these turtle care mistakes need to STOP (things to avoid and care tips),"these turtle care mistakes need to STOP... These are very simple things that every turtle keeper should know, but sometimes don't!",UgyM7DSpPmKP2G6L4Gx4AaABAg,Good points. I use to keep red eared sliders when I was 8. For an 8 year old I actually did a great job. I know keep large snakes after out growing my turtle phase but it would always concern me that people wouldn't have proper lighting and especially basking shots. I don't think i'd get back into turtle keeping again but its good to see experienced keepers pointing people in the right direction.,2023-05-06T02:51:29Z,https://www.youtube.com/watch?v=M5Xp86WOn44,US,US (text signal),good points i use to keep red eared sliders when i was 8 for an 8 year old i actually did a great job i know keep large snakes after out growing my turtle phase but it would always concern me that people wouldn't have proper lighting and especially basking shots i don't think i'd get back into turtle keeping again but its good to see experienced keepers pointing people in the right direction,Interested but Fearful of Harm
YouTube,striped mud turtle pet,Turtle/Tortoise,M5Xp86WOn44,these turtle care mistakes need to STOP (things to avoid and care tips),"these turtle care mistakes need to STOP... These are very simple things that every turtle keeper should know, but sometimes don't!",UgxvxB-POAPtgLLBE3V4AaABAg,"I was given a turtle almost two decades ago when I was still a young kid. I knew I couldn't care for it sufficiently so I gave it to my aunt. Recently, she has decided she wants to give it back to me and now I'm overwhelmed by the sheer amount of information on how to properly care for a turtle. This video is 2 years old but the information here is so concise and helpful, thank you!",2025-06-23T13:05:13Z,https://www.youtube.com/watch?v=M5Xp86WOn44,US,US (text signal),i was given a turtle almost two decades ago when i was still a young kid i knew i couldn't care for it sufficiently so i gave it to my aunt recently she has decided she wants to give it back to me and now i'm overwhelmed by the sheer amount of information on how to properly care for a turtle this video is 2 years old but the information here is so concise and helpful thank you,Interested but Fearful of Harm
